x,y
1.446350393102336e-05,5.694036679951148e-10
4.203069759265907e-05,5.0308773438406265e-09
9.278695705602495e-05,2.8976008306813925e-08
0.00015722428312866583,1.022293740117008e-07
0.00022823490563521389,2.453173276214112e-07
0.0003072228015477908,4.5315785528411943e-07
0.0003508323471246377,6.523295438681082e-07
0.00028094719713988464,2.8777235004615323e-08
0.00013464462564647674,-1.7650727144537646e-06
-6.153917268727696e-06,-3.5727890780459273e-06
-0.00011718782345528976,-4.9654234638573464e-06
-0.00021941297246515597,-6.2435106050978804e-06
-0.00036382002816089413,-8.076066693046714e-06
-0.0005575804364451673,-1.061523139824868e-05
-0.0007425759114503474,-1.282600368938481e-05
-0.0008237317903649727,-1.3469413106965119e-05
-0.0008222208136222683,-1.3462817237108641e-05
-0.0007504439307048712,-1.3248559513854974e-05
-0.0005410469122429599,-1.27882877233967e-05
-0.0002353127743593915,-1.2381729383450778e-05
0.00015898464802815082,-1.2222135392935005e-05
0.0006088948686574249,-1.2476120332006251e-05
0.0011096383349692585,-1.3196708087274447e-05
0.0016917895716398786,-1.4306628073145955e-05
0.002297596991765112,-1.56174006349789e-05
0.002903937891344137,-1.731172769895934e-05
0.003534375978891176,-1.94881266134968e-05
0.00419176282578991,-2.182609842821737e-05
0.004947216428244884,-2.4495372435843987e-05
0.005710327612179691,-2.7415001950029528e-05
0.0065326972219254854,-3.079310977570781e-05
0.007405690065536218,-3.4523536705940705e-05
0.008388745178409155,-3.9479007052413835e-05
0.009330503555515679,-4.56922146927097e-05
0.010298122457353105,-5.370543110272694e-05
0.011295691798344948,-6.327205864122759e-05
0.01234354665198437,-7.396326105782959e-05
0.013504490815959912,-8.570272310212072e-05
0.014640097812358454,-9.707203075014818e-05
0.015808579053946694,-0.00010952489726992873
0.01699503258066718,-0.0001236762515382672
0.018222601279184632,-0.00013992915580475395
0.019567202710598978,-0.0001592070656300253
0.02087544336041391,-0.0001788323899340166
0.022232281525142165,-0.00019931292822123695
0.023613505223329216,-0.00022019905846880157
0.025027326028087157,-0.00024184492122051107
0.026582896693431012,-0.0002656293395943524
0.028064397383880713,-0.0002879786575742135
0.029568445621398355,-0.000310811037923086
0.031110831969840214,-0.00033529725259701814
0.03270500104608384,-0.00036206576687393074
0.03443601254477982,-0.0003924089806962566
0.03608153954699658,-0.00042223083983896085
0.03775525500449663,-0.00045313953040881016
0.039508671724788544,-0.00048547920700013896
0.04137769854131342,-0.0005195819111205702
0.04316738240893062,-0.000551887264871633
0.045017604914740286,-0.0005849340796868704
0.04685543170873862,-0.0006173131985029215
0.048702619735177644,-0.0006490126341332356
0.05070438554835562,-0.0006821174843440753
0.05260439819404177,-0.0007129823764620186
0.05454927265040338,-0.0007450554561367007
0.05651959382919552,-0.000778142219734313
0.058537475588664,-0.000811991957641722
0.060695310677448794,-0.000847706897153172
0.06277863690132529,-0.000881693100023675
0.06486838817108653,-0.0009154047608979656
0.06700941488149421,-0.0009495843245972554
0.0691962246206517,-0.000984071083927602
0.07161807556690707,-0.0010217556200927502
0.0738961995326604,-0.0010573216000453354
0.0762282024483513,-0.0010948680992922122
0.07855635478273754,-0.0011336418430179897
0.08090149311292116,-0.00117410105995958
0.08344236332817756,-0.0012200026931968434
0.08584960206163693,-0.0012648087240081899
0.08829880147917595,-0.0013108925991359502
0.09079656960953669,-0.0013583735291810965
0.09347089346628089,-0.0014092075410283753
0.09603575799819829,-0.0014581692339926922
0.09864805759136282,-0.0015096783416953768
0.10130958056494505,-0.0015638235923672757
0.10402402929101592,-0.0016192738940503698
0.10699918177992658,-0.0016769523817121367
0.11873206763750724,-0.001736971418031179
0.12243569171980158,-0.0016745359446960987
0.12594258435993375,-0.001531040688561979
0.1294870054756672,-0.0012412255540831453
0.13297478768587448,-0.0007509447542232525
0.13648061124217667,-6.775385718509421e-06
0.13997217353847485,0.0010082527742949167
0.14323667251960817,0.0022117240024177795
0.14647453734120905,0.0036452590284900164
0.14981363639640083,0.005366939743603513
0.15330078653116752,0.007437168615734282
0.1570003763686391,0.009976161523840815
0.16040804111709922,0.012678288969939673
0.16371300700165764,0.01568970464092282
0.16685722825216137,0.018977720738320145
0.16981607607287996,0.022527114558905457
0.17269088703463797,0.026501107424887437
0.17517513195438864,0.030473731309896133
0.17740440541136152,0.034617930803076596
0.1793885370588888,0.038973920392209406
0.18108055705017492,0.04346821205817757
0.18254870231965392,0.048394799198739555
0.1836087450914714,0.053165505576785954
0.18435051077048392,0.058046374527650775
0.1847784592804336,0.06290355829775336
0.18494431457054358,0.06784853910764588
0.18489928865494604,0.07322085415687629
0.18474477290130165,0.07840399954857484
0.1845938165563768,0.08359899377798774
0.1845117941116732,0.08880132786627033
0.1845070883593211,0.09389185198647103
0.18455692131091053,0.0993780651560397
0.18462198812873903,0.10455078597534653
0.18477278498762592,0.11810292427825009
0.1848304418293055,0.12398448410285846
0.18489286246828435,0.1295377930913781
0.1849695263404967,0.13487236591961027
0.1850627437150075,0.14015745421340456
0.18516190865404727,0.14539472022209746
0.18525993850303224,0.15086915634093048
0.1853459104312905,0.1561919806247945
0.18542724742254088,0.16161308606208652
0.18550618745900355,0.16697231913907595
0.18558606825248009,0.17227147740885315
0.1856735156977631,0.17784819449899306
0.18575875427472388,0.1830379169084452
0.1858477745968182,0.18821252697192278
0.1859400809328868,0.1933702152081136
0.18604586928501032,0.1989558970493992
0.18615856764899133,0.20434932634067024
0.18628760696661842,0.20983181250892405
0.18643066888995824,0.21538023540367907
0.18658698182082598,0.22122513405544283
0.18675579738523485,0.22752971760627183
0.18691511783513354,0.2335191079625132
0.18707572835562336,0.23953429602295184
0.18724156343622528,0.24565870326440248
0.18740824136687956,0.251870098979349
0.1875829192338499,0.25869241136455795
0.18774353896125054,0.2652760968758106
0.18790290272361623,0.2718814877126432
0.1880669834770803,0.2785441853709292
0.1882343813499817,0.2852056715571567
0.18841273544752069,0.2923535991884996
0.18857843463140483,0.29923922889263765
