x,y
0.0012042771838760874,0.0
0.003913899501137492,-2.701258376220513e-06
0.006924586476563456,-8.704051784926245e-06
0.010537410847074612,-1.5907403875373126e-05
0.013548097822500577,-2.191019728407886e-05
0.017160922193011734,-2.911354937452574e-05
0.021375883958608084,-3.751746014671377e-05
0.025289767302239672,-4.9222897599283736e-05
0.02890257012942806,-6.362957314440295e-05
0.03281645347305965,-7.533501059697291e-05
0.036429277843570806,-8.253836268741979e-05
0.04124637700425235,-9.214283214134895e-05
0.04576239624690418,-0.00010564910612508352
0.04997733287862397,-0.00012245689426105592
0.05419226951034376,-0.00013926468239702832
0.05900933994659495,-0.0001584735831238539
0.06322427657831474,-0.0001752813712598263
0.068342391027091,-0.00020079315450579314
0.07315941358941846,-0.00022960641014360146
0.07797643615174593,-0.0002584196657814098
0.08309448956138066,-0.00029413602034042885
0.08821254297101538,-0.0003298523748994479
0.09393272031119537,-0.0003697706535242339
0.09874967585029608,-0.00040818814953053387
0.10356663138939678,-0.0004466056455368338
0.10868468479903151,-0.0004823220000958529
0.11350170736135898,-0.0005111352557336613
0.1186197607709937,-0.0005468516102926803
0.12373781418062843,-0.0005825679648516994
0.12885586759026316,-0.0006182843194107184
0.13427494257175143,-0.0006615040024178059
0.1396940175532397,-0.0007047236854248934
0.1445109730923404,-0.0007431411814311933
0.1493279286314411,-0.0007815586774374933
0.15444590065593125,-0.0008274794613249074
0.1595638726804214,-0.0008734002452123216
0.16468184470491157,-0.0009193210290997357
0.1694987140717489,-0.0009673426127519141
0.17461658436541497,-0.0010234676434169889
0.17943334841129488,-0.0010810931238129178
0.1842501124571748,-0.0011387186042088467
0.18966897200878968,-0.0012035472696542667
0.1944857360546696,-0.0012611727500501956
0.19960348427223645,-0.0013275018043768449
0.2044201238488836,-0.0013947309524356402
0.20923676342553077,-0.0014619601004944353
0.21435436922220863,-0.0015384929148021082
0.21917086518184245,-0.0016153254632650402
0.22428830821340767,-0.0017020617333097698
0.22910464140881856,-0.0017884973767413265
0.23422208444038378,-0.0018752336467860562
0.239339527471949,-0.001961969916830786
0.2441558606673599,-0.0020484055602623423
0.24897219386277078,-0.0021348412036938987
0.254390568707608,-0.0022320813025544
0.25980894355244527,-0.002329321401414901
0.2646252767478562,-0.0024157570448464574
0.2694416099432671,-0.002502192688278014
0.2745588698661431,-0.002599132069253626
0.27937502115076845,-0.002695170464042726
0.28449228107364444,-0.002792109845018338
0.28930861426905535,-0.0028785454884498944
0.29442605730062055,-0.002965281758494624
0.29954350033218574,-0.0030520180285393537
0.30435983352759666,-0.00313845367197091
0.30947709345047264,-0.003235393052946522
0.314293244735098,-0.003331431447735622
0.3191093960197234,-0.003427469842524722
0.32392554730434875,-0.003523508237313822
0.32904280722722473,-0.003620447618289434
0.334461182072062,-0.0037176877171499353
0.3392775152674729,-0.0038041233605814917
0.3443947751903489,-0.0039010627415571038
0.3495120351132249,-0.003998002122532716
0.3543283683086358,-0.004084437765964273
0.35974674315347305,-0.004181677864824774
0.36456307634888396,-0.004268113508256331
0.36968033627175995,-0.004365052889231943
0.3744964875563853,-0.004461091284021043
0.3793126388410107,-0.0045571296788101436
0.3844296953123488,-0.0046642717853496276
0.38894474514,-0.004758808938178584
0.39315903668358676,-0.0048344402597891795
0.39647052081620143,-0.004877359689542296
0.39827687913834015,-0.004891766880470402
0.3994811467454237,-0.004896569601971727
0.40158808182173256,-0.00484842490332056
0.40188863351430815,-0.004830778343734445
0.40188863351430815,-0.004830778343734445
0.40128959317939833,-0.004891782942350126
0.40099092537389547,-0.004929733738539231
0.40099092537389547,-0.004929733738539231
0.4006948372893167,-0.00498427333099986
0.4004005102615113,-0.005047632005847909
